Selected parameters:
 1 BZ, nT (GSM)
 2 Speed, km/s
 3 Proton Density, n/cc
 4 Flow pressure, nPa
 5 SYM/D, nT

YYYY DOY HR MN      1       2      3     4     5 
2017 110  7 23    3.94   533.7   9.55  5.44    10
2017 110  7 24    2.53   520.8   9.69  5.26    10
2017 110  7 25    3.19   532.0   9.25  5.24    10
2017 110  7 26    4.00   532.8   9.68  5.50    10
2017 110  7 27    5.64   539.7  10.48  6.11    10
2017 110  7 28    6.05   539.6  10.85  6.32     9
2017 110  7 29    6.71   527.0  10.16  5.64     9
2017 110  7 30    2.23   526.4  10.39  5.76     9
2017 110  7 31 9999.99 99999.9 999.99 99.99     9
2017 110  7 32    2.77 99999.9 999.99 99.99     8
2017 110  7 33    3.53   546.4   9.61  5.74     8
2017 110  7 34    3.53   546.4   9.61  5.74     8
2017 110  7 35    3.29 99999.9 999.99 99.99     8
2017 110  7 36 9999.99 99999.9 999.99 99.99     8
2017 110  7 37    4.18 99999.9 999.99 99.99     8
2017 110  7 38    5.32 99999.9 999.99 99.99     7
2017 110  7 39 9999.99 99999.9 999.99 99.99     7
2017 110  7 40    3.82   554.3   8.36  5.14     7
2017 110  7 41    4.14   554.3   8.37  5.14     6
2017 110  7 42    4.09   555.7   9.97  6.16     6
2017 110  7 43    3.41   542.8   8.76  5.16     6
2017 110  7 44    2.76   542.3   8.71  5.12     5
2017 110  7 45    5.45 99999.9 999.99 99.99     5
2017 110  7 46    2.91 99999.9 999.99 99.99     5
2017 110  7 47    0.97   535.6  10.31  5.92     5
2017 110  7 48    0.65   529.0   9.79  5.48     5
2017 110  7 49    0.61   528.4   9.83  5.49     4
2017 110  7 50    1.33   528.6  10.08  5.63     4
2017 110  7 51    1.41   528.7  10.07  5.63     4
2017 110  7 52    3.26   528.9   9.33  5.22     4
2017 110  7 53    4.23 99999.9 999.99 99.99     4
2017 110  7 54    4.66 99999.9 999.99 99.99     4
